,symbol,date,dividend
387,ACSF,2018-01-22,0.097
1149,AGND,2018-01-23,0.08
1237,AGZD,2018-01-23,0.09
3723,BANR,2018-01-08,0.25
4033,BDGE,2018-01-19,0.23
4112,BELFA,2018-01-11,0.06
4208,BELFB,2018-01-11,0.07
5210,BPOPM,2018-01-11,0.1276
5388,BPOPN,2018-01-11,0.1396
6251,CAC,2018-01-11,0.25
6956,CBRL,2018-01-11,1.2
7330,CDC,2018-01-17,0.0201
7384,CDL,2018-01-17,0.0192
7506,CEZ,2018-01-17,0.0044
7511,CFA,2018-01-17,0.0093
7739,CFO,2018-01-17,0.0076
8044,CHCO,2018-01-11,0.46
9020,CID,2018-01-17,0.0067
9201,CIVB,2018-01-22,0.07
9499,CMCSA,2018-01-02,0.1575
9795,CMTL,2018-01-16,0.1
9935,CNOB,2018-01-11,0.075
9989,CNSL,2018-01-11,0.3874
10623,CPTA,2018-01-19,0.0833
10859,CSA,2018-01-17,0.0017
10893,CSB,2018-01-17,0.0212
10973,CSCO,2018-01-04,0.29
11005,CSF,2018-01-17,0.0029
11803,CVBF,2018-01-04,0.14
11917,CVLY,2018-01-22,0.155
12020,CWCO,2018-01-02,0.085
12138,CYCCP,2018-01-11,0.15
12567,DGRS,2018-01-23,0.03
12663,DGRW,2018-01-23,0.015
13150,DWIN,2018-01-22,0.0928
13240,EBAYL,2018-01-11,0.375
13447,ECOL,2018-01-18,0.18
13872,EMCB,2018-01-23,0.235
14313,ERIE,2018-01-05,0.84
14690,EVFTC,2018-01-02,0.0328
14707,EVGBC,2018-01-02,0.49
14731,EVLMC,2018-01-02,0.031
15445,FCAL,2018-01-23,0.125
15695,FCEF,2018-01-11,0.09
15790,FCVT,2018-01-23,0.04
15946,FDIV,2018-01-23,0.17
16208,FEMB,2018-01-23,0.21
16943,FIXD,2018-01-23,0.1005
17297,FMB,2018-01-23,0.1125
17408,FMHI,2018-01-23,0.135
17680,FNLC,2018-01-05,0.24
18330,FTHI,2018-01-23,0.08
18419,FTLB,2018-01-23,0.055
18513,FTSL,2018-01-23,0.145
18550,FTSM,2018-01-23,0.0825
19169,GAIN,2018-01-19,0.065
19240,GAINM,2018-01-19,0.1302
19283,GAINN,2018-01-19,0.1354
19298,GAINO,2018-01-19,0.1406
19567,GECCL,2018-01-11,0.4065
19612,GFED,2018-01-02,0.12
19652,GFNSL,2018-01-11,0.5078
19818,GLAD,2018-01-19,0.07
19913,GLADN,2018-01-19,0.125
20041,GLDI,2018-01-19,0.0164
20261,GNTX,2018-01-04,0.1
20423,GOOD,2018-01-19,0.125
20535,GOODM,2018-01-19,0.1458
20602,GOODO,2018-01-19,0.1563
20708,GOODP,2018-01-19,0.1615
21060,GROW,2018-01-12,0.0025
21293,GWRS,2018-01-12,0.024
21706,HBNC,2018-01-04,0.13
21769,HCAP,2018-01-18,0.1125
21965,HFBC,2018-01-04,0.05
22068,HFBL,2018-01-19,0.12
22167,HIFS,2018-01-04,0.34
22648,HRZN,2018-01-19,0.1
22915,HURC,2018-01-02,0.1
23091,HYLS,2018-01-23,0.23
23146,HYND,2018-01-23,0.09
23224,HYZD,2018-01-23,0.09
23407,IBKCO,2018-01-16,0.4125
23415,IBKCP,2018-01-16,0.8281
23532,IDCC,2018-01-09,0.35
24374,IMKTA,2018-01-10,0.165
24620,INTU,2018-01-09,0.39
25089,ISTR,2018-01-02,0.0315
25782,JOUT,2018-01-10,0.1
26126,KBWD,2018-01-22,0.1994
26276,KBWY,2018-01-22,0.2223
26341,KCAP,2018-01-04,0.1
26991,LAND,2018-01-19,0.0442
27045,LANDP,2018-01-19,0.1328
27411,LDRI,2018-01-22,0.0409
27615,LILA,2018-01-02,20.15
27864,LMBS,2018-01-23,0.1175
28209,LSTR,2018-01-11,1.5
29096,MCEF,2018-01-11,0.055
29278,MDIV,2018-01-23,0.089
29848,MGRC,2018-01-16,0.26
29902,MINDP,2018-01-11,0.5625
30355,MORN,2018-01-04,0.25
31902,NTAP,2018-01-04,0.2
32205,NWFL,2018-01-11,0.22
32583,OCSLL,2018-01-11,0.3828
32724,OKDCC,2018-01-02,0.0736
33477,OXLC,2018-01-22,0.135
33492,OXLCM,2018-01-11,0.1406
33512,OXLCO,2018-01-11,0.1563
33571,OZRK,2018-01-18,0.19
33864,PBBI,2018-01-16,0.05
33985,PBHC,2018-01-11,0.0575
34304,PDCO,2018-01-11,0.26
34709,PEY,2018-01-22,0.0451
34909,PFBC,2018-01-05,0.22
35244,PFLT,2018-01-17,0.095
35648,PKBK,2018-01-11,0.12
35855,PLW,2018-01-22,0.0561
38124,QYLD,2018-01-24,0.2502
38302,RBNC,2018-01-09,0.06
38582,RGCO,2018-01-12,0.155
38688,RGLD,2018-01-04,0.25
38732,RILYG,2018-01-11,0.2417
38736,RILYL,2018-01-11,0.4688
38740,RILYZ,2018-01-11,0.4688
39182,RVSB,2018-01-05,0.03
40053,SCVL,2018-01-05,0.075
40430,SHLM,2018-01-11,0.205
41018,SKIS,2018-01-24,0.07
41435,SLVO,2018-01-19,0.0226
41739,SNHNI,2018-01-11,0.3516
41759,SNHY,2018-01-04,0.09
41878,SNLN,2018-01-12,0.0651
43070,SUNS,2018-01-17,0.1175
43445,TAX,2018-01-11,0.16
43635,TCFC,2018-01-11,0.1
43845,THFF,2018-01-05,0.51
45069,UBFO,2018-01-03,0.07
46038,USOI,2018-01-19,0.0633
47135,VLGEA,2018-01-03,0.25
47406,VRIG,2018-01-22,0.0489
47437,VRTSP,2018-01-11,1.8125
47445,VSDA,2018-01-17,0.0022
47526,VSMV,2018-01-17,0.0191
48119,WDFC,2018-01-18,0.54
48654,WIRE,2018-01-04,0.02
48853,WSBF,2018-01-11,0.12
49589,YDIV,2018-01-23,0.021
50200,ABBV,2018-01-11,0.71
50412,ABM,2018-01-03,0.175
50545,ABT,2018-01-11,0.28
50816,ACV,2018-01-11,0.167
50975,ADNT,2018-01-17,0.275
51692,AET,2018-01-10,0.5
51837,AFB,2018-01-04,0.0458
52017,AFG,2018-01-11,0.35
52175,AFT,2018-01-17,0.09
52336,AGC,2018-01-11,0.047
52370,AGD,2018-01-23,0.065
52944,AIF,2018-01-17,0.1
53118,AIR,2018-01-19,0.075
53278,AIW,2018-01-16,0.4141
53621,AKP,2018-01-04,0.0421
54027,ALG,2018-01-12,0.11
54791,ANTX,2018-01-11,0.6563
54845,AOD,2018-01-23,0.0575
55264,APA,2018-01-19,0.25
55552,APLE,2018-01-02,0.1
55792,ARDC,2018-01-19,0.1075
56109,ARR,2018-01-12,0.19
56504,ATHM,2018-01-03,0.76
57066,AVK,2018-01-11,0.1164
57501,AWF,2018-01-04,0.0699
57843,AWP,2018-01-23,0.05
58017,AXP,2018-01-04,0.35
58133,AYI,2018-01-19,0.13
58637,BAF,2018-01-12,0.0685
59114,BBD,2018-01-03,0.0106
59254,BBDO,2018-01-03,0.0096
59438,BBF,2018-01-12,0.0665
59508,BBK,2018-01-12,0.0635
60295,BCX,2018-01-12,0.0516
60444,BDJ,2018-01-12,0.0467
60525,BDN,2018-01-08,0.18
60646,BDXA,2018-01-11,0.7656
60831,BFK,2018-01-12,0.065
61121,BFO,2018-01-12,0.026
61159,BFS,2018-01-16,0.52
61410,BFZ,2018-01-12,0.055
61729,BGH,2018-01-22,0.3016
61832,BGR,2018-01-12,0.0776
62194,BGY,2018-01-12,0.038
62632,BIF,2018-01-23,0.034
62938,BJZ,2018-01-12,0.0025
63037,BKE,2018-01-11,2.0
63173,BKHU,2018-01-11,0.969
63321,BKK,2018-01-12,0.0395
63581,BKN,2018-01-12,0.062
63614,BKS,2018-01-04,0.15
63850,BKU,2018-01-11,0.21
63911,BLH,2018-01-12,0.0025
64441,BME,2018-01-12,0.2
64763,BMY,2018-01-04,0.4
64893,BNJ,2018-01-12,0.0635
65157,BNY,2018-01-12,0.0505
65290,BOE,2018-01-12,0.078
65640,BPK,2018-01-12,0.005
65852,BPT,2018-01-18,1.2302
65864,BQH,2018-01-12,0.059
66141,BRC,2018-01-09,0.2075
66356,BRX,2018-01-03,0.275
66389,BSBR,2018-01-08,0.5452
66566,BSD,2018-01-12,0.065
66670,BSE,2018-01-12,0.0465
66926,BST,2018-01-12,0.13
67087,BTA,2018-01-12,0.0545
67361,BTT,2018-01-12,0.0718
67671,BUI,2018-01-12,0.121
67785,BWG,2018-01-18,0.0765
67960,BXG,2018-01-12,0.15
68287,BYM,2018-01-12,0.06
68938,CAT,2018-01-19,0.78
69240,CBH,2018-01-11,0.046
70390,CEN,2018-01-11,0.1042
71417,CIF,2018-01-16,0.022
71578,CII,2018-01-12,0.0828
71643,CIO,2018-01-10,0.235
71790,CL,2018-01-22,0.4
72089,CLI,2018-01-02,0.2
72168,CLX,2018-01-23,0.84
72370,CMC,2018-01-12,0.12
72455,CMD,2018-01-16,0.085
72670,CMRE,2018-01-22,0.1
72954,CMU,2018-01-16,0.0215
73409,CODI,2018-01-17,0.36
73539,COG,2018-01-23,0.06
73668,COO,2018-01-22,0.03
74028,CPB,2018-01-09,0.35
74989,CSRA,2018-01-03,0.1
75899,CVS,2018-01-23,0.5
76270,CXE,2018-01-16,0.025
76392,CXH,2018-01-16,0.038
76888,DBL,2018-01-17,0.167
76924,DCF,2018-01-16,0.054
77190,DDF,2018-01-11,0.04
77584,DDT,2018-01-16,0.469
77913,DEX,2018-01-11,0.0525
78005,DFP,2018-01-23,0.155
78101,DG,2018-01-08,0.26
78164,DGX,2018-01-08,0.45
78488,DHG,2018-01-18,0.066
78852,DL,2018-01-11,0.45
78880,DLNG,2018-01-10,0.4225
79086,DMB,2018-01-17,0.053
79133,DMO,2018-01-18,0.225
79706,DOC,2018-01-02,0.23
80010,DRI,2018-01-09,0.63
80136,DSL,2018-01-17,0.15
80239,DSM,2018-01-11,0.0415
80822,DTF,2018-01-12,0.05
81161,DUC,2018-01-12,0.035
81354,DUKH,2018-01-11,0.3203
81734,EBF,2018-01-11,0.3
81912,ECCA,2018-01-11,0.1615
81917,ECCB,2018-01-11,0.1615
82147,EDF,2018-01-11,0.18
82199,EDI,2018-01-11,0.1511
82545,EFF,2018-01-23,0.072
83118,EGIF,2018-01-18,0.073
83370,EHI,2018-01-18,0.0635
83667,ELP,2018-01-05,0.571
83893,EMD,2018-01-18,0.1
84263,ENIA,2018-01-18,0.05
84270,ENIC,2018-01-18,0.0609
84444,EOCC,2018-01-18,0.2285
84492,EOG,2018-01-16,0.1675
84582,EOI,2018-01-23,0.0864
84818,EOS,2018-01-23,0.0875
84901,EOT,2018-01-23,0.0859
85257,EQCO,2018-01-17,0.3594
85821,ESE,2018-01-03,0.08
86069,ETB,2018-01-23,0.108
86167,ETG,2018-01-23,0.1025
86366,ETH,2018-01-09,0.5
86409,ETJ,2018-01-23,0.076
86597,ETO,2018-01-23,0.18
86885,ETV,2018-01-23,0.1108
86989,ETW,2018-01-23,0.091
87132,ETY,2018-01-23,0.0843
87482,EVG,2018-01-23,0.0765
87632,EVN,2018-01-11,0.0541
87910,EVT,2018-01-23,0.145
88213,EXG,2018-01-23,0.076
88758,FCT,2018-01-02,0.0635
88885,FDEU,2018-01-02,0.121
89333,FFC,2018-01-23,0.119
89809,FHY,2018-01-02,0.08
89979,FIF,2018-01-02,0.11
90258,FL,2018-01-18,0.31
90369,FLC,2018-01-23,0.126
90549,FLS,2018-01-04,0.19
90842,FMN,2018-01-22,0.061
91080,FMY,2018-01-02,0.065
91333,FOF,2018-01-16,0.087
91483,FPL,2018-01-02,0.105
91742,FRC,2018-01-24,0.17
91927,FSD,2018-01-02,0.1278
92397,GBAB,2018-01-11,0.1257
92787,GD,2018-01-18,0.84
92935,GDO,2018-01-18,0.1135
93049,GDV,2018-01-16,0.11
93227,GEB,2018-01-11,0.3047
93790,GFY,2018-01-18,0.0775
94036,GGG,2018-01-19,0.1325
94123,GGM,2018-01-11,0.1813
94577,GIM,2018-01-11,0.0178
94751,GIS,2018-01-09,0.49
94903,GJO,2018-01-11,0.044
95225,GJP,2018-01-11,0.064
95363,GJR,2018-01-11,0.045
95484,GJS,2018-01-11,0.0467
96080,GLT,2018-01-02,0.13
96250,GNL,2018-01-05,0.1775
96308,GNT,2018-01-16,0.05
96443,GOF,2018-01-11,0.1821
96762,GPS,2018-01-02,0.23
97374,GUT,2018-01-16,0.05
98437,HEI,2018-01-02,0.07
98698,HFRO,2018-01-22,0.077
99077,HIE,2018-01-23,0.116
99231,HIO,2018-01-18,0.0275
99587,HIX,2018-01-18,0.046
100459,HPF,2018-01-11,0.14
100608,HPI,2018-01-11,0.14
100963,HPS,2018-01-11,0.1222
101443,HRL,2018-01-11,0.1875
101930,HT,2018-01-04,0.28
102239,HTGX,2018-01-12,0.3906
102480,HYB,2018-01-16,0.008
102704,HYI,2018-01-18,0.09
103329,ICB,2018-01-18,0.0425
103575,IEX,2018-01-11,0.37
103957,IGI,2018-01-18,0.085
104116,IGR,2018-01-19,0.05
104314,IHIT,2018-01-23,0.05
104318,IHTA,2018-01-23,0.0467
104531,IIM,2018-01-23,0.062
104717,INB,2018-01-16,0.069
104754,INF,2018-01-16,0.0817
105311,IQI,2018-01-23,0.0546
106093,ITUB,2018-01-02,0.004
106407,IVC,2018-01-03,0.0125
106453,IVH,2018-01-16,0.1
107056,JCO,2018-01-11,0.047
107254,JEMD,2018-01-11,0.0435
107294,JFR,2018-01-11,0.0675
107449,JGH,2018-01-11,0.12
107494,JHA,2018-01-11,0.0325
107512,JHB,2018-01-11,0.05
107523,JHD,2018-01-11,0.0415
107735,JHY,2018-01-11,0.047
107803,JLS,2018-01-11,0.1135
107881,JMF,2018-01-11,0.3
107902,JMLP,2018-01-11,0.225
108012,JMM,2018-01-11,0.033
108270,JMT,2018-01-11,0.1125
108551,JPC,2018-01-11,0.065
108591,JPI,2018-01-11,0.1415
108717,JPM,2018-01-04,0.56
108777,JPS,2018-01-11,0.062
108930,JPT,2018-01-11,0.1275
109052,JQC,2018-01-11,0.0475
109103,JRI,2018-01-11,0.106
109187,JRO,2018-01-11,0.0705
109409,JSD,2018-01-11,0.106
109763,KAI,2018-01-10,0.21
110071,KED,2018-01-04,0.4
110374,KIO,2018-01-11,0.125
110815,KMM,2018-01-18,0.035
111371,KRG,2018-01-04,0.3175
111522,KSM,2018-01-18,0.05
111817,KST,2018-01-18,0.044
112169,KTF,2018-01-18,0.0525
112551,KWR,2018-01-16,0.355
112678,KYN,2018-01-04,0.45
113145,LDP,2018-01-16,0.156
113457,LEO,2018-01-11,0.043
113706,LGI,2018-01-11,0.1156
114297,LNC,2018-01-09,0.33
114585,LOR,2018-01-11,0.0741
114692,LOW,2018-01-23,0.41
114860,LSI,2018-01-12,1.0
115017,LTC,2018-01-22,0.19
115252,LXFR,2018-01-18,0.125
115520,MA,2018-01-08,0.25
115561,MAA,2018-01-11,0.9225
115808,MAIN,2018-01-18,0.19
115918,MAS,2018-01-11,0.105
116184,MAV,2018-01-17,0.0525
116433,MCA,2018-01-12,0.0585
116907,MCR,2018-01-16,0.0616
117146,MCX,2018-01-11,0.4063
117291,MDLQ,2018-01-11,0.4531
117593,MEI,2018-01-11,0.11
117774,MEN,2018-01-12,0.048
118112,MFGP,2018-01-18,0.3476
118279,MFL,2018-01-12,0.0715
118403,MFM,2018-01-16,0.0315
118586,MFO,2018-01-11,0.5
118697,MFT,2018-01-12,0.067
118915,MFV,2018-01-16,0.05
119241,MGF,2018-01-16,0.0307
119428,MHD,2018-01-12,0.0745
119737,MHF,2018-01-18,0.0255
119949,MHN,2018-01-12,0.0505
120143,MIE,2018-01-16,0.077
120311,MIN,2018-01-16,0.0312
120598,MIY,2018-01-12,0.057
120983,MMD,2018-01-12,0.09
121307,MMT,2018-01-16,0.0441
121446,MMU,2018-01-18,0.063
121648,MN,2018-01-11,0.08
121746,MNE,2018-01-12,0.0445
121979,MNP,2018-01-18,0.0625
122293,MON,2018-01-04,0.54
122549,MPA,2018-01-12,0.0623
122991,MQT,2018-01-12,0.054
123279,MQY,2018-01-12,0.063
123944,MSM,2018-01-12,0.58
124546,MTT,2018-01-18,0.084
124909,MUA,2018-01-12,0.0545
125145,MUC,2018-01-12,0.0535
125223,MUE,2018-01-12,0.064
125428,MUH,2018-01-12,0.0675
125768,MUI,2018-01-12,0.0495
125848,MUJ,2018-01-12,0.0595
126263,MUS,2018-01-12,0.0635
126419,MVO,2018-01-11,0.22
126616,MVT,2018-01-12,0.073
126711,MXF,2018-01-17,0.13
126869,MYC,2018-01-12,0.062
127158,MYD,2018-01-12,0.067
127424,MYF,2018-01-12,0.0695
127648,MYI,2018-01-12,0.0585
127864,MYJ,2018-01-12,0.075
127924,MYN,2018-01-12,0.0475
128183,MZF,2018-01-12,0.045
128502,NAC,2018-01-11,0.0585
128685,NAD,2018-01-11,0.0575
128814,NAN,2018-01-11,0.0535
129224,NAZ,2018-01-11,0.0495
129334,NBB,2018-01-11,0.103
129393,NBD,2018-01-11,0.0955
129679,NCA,2018-01-11,0.03
129942,NCB,2018-01-11,0.054
130115,NCV,2018-01-11,0.065
130276,NCZ,2018-01-11,0.0575
130646,NEA,2018-01-11,0.058
130930,NEV,2018-01-11,0.065
131187,NHA,2018-01-11,0.0175
131300,NHF,2018-01-22,0.2
131520,NID,2018-01-11,0.05
131711,NIM,2018-01-11,0.026
131828,NIQ,2018-01-11,0.037
131958,NJV,2018-01-11,0.0475
132166,NKG,2018-01-11,0.0405
132350,NKX,2018-01-11,0.062
132898,NMI,2018-01-11,0.039
133016,NMS,2018-01-11,0.06
133157,NMT,2018-01-11,0.05
133345,NMY,2018-01-11,0.0475
133505,NMZ,2018-01-11,0.065
133798,NNC,2018-01-11,0.044
134053,NNY,2018-01-11,0.03
134424,NOM,2018-01-11,0.053
134666,NPN,2018-01-11,0.0455
134788,NPV,2018-01-11,0.046
134974,NQP,2018-01-11,0.0535
135269,NRK,2018-01-11,0.0475
135924,NSL,2018-01-11,0.0395
136190,NTC,2018-01-11,0.041
136395,NTX,2018-01-11,0.053
136785,NUM,2018-01-11,0.048
137020,NUO,2018-01-11,0.052
137342,NUV,2018-01-11,0.031
137468,NUW,2018-01-11,0.06
137540,NVG,2018-01-11,0.0725
138069,NXC,2018-01-11,0.0465
138196,NXJ,2018-01-11,0.058
138546,NXN,2018-01-11,0.042
138571,NXP,2018-01-11,0.0455
138829,NXQ,2018-01-11,0.042
139002,NXR,2018-01-11,0.0435
139382,NYT,2018-01-09,0.04
139486,NYV,2018-01-11,0.0425
139595,NZF,2018-01-11,0.07
140003,OAKS,2018-01-12,0.0333
140405,OGE,2018-01-09,0.3325
140707,OIA,2018-01-23,0.0344
140970,OMAA,2018-01-11,0.3203
141147,OPP,2018-01-16,0.15
141398,ORCL,2018-01-09,0.19
141415,ORI,2018-01-09,1.0
141547,OSLE,2018-01-12,0.3672
141646,OXM,2018-01-18,0.27
142049,PAI,2018-01-18,0.0575
142203,PBA,2018-01-24,0.18
142825,PCF,2018-01-23,0.0283
142984,PCI,2018-01-11,0.1641
143012,PCK,2018-01-11,0.035
143350,PCM,2018-01-11,0.08
143435,PCN,2018-01-11,0.1125
143642,PCQ,2018-01-11,0.077
143837,PDI,2018-01-11,0.2205
144512,PFD,2018-01-23,0.082
145079,PFL,2018-01-11,0.09
145190,PFN,2018-01-11,0.08
145395,PFO,2018-01-23,0.069
145683,PG,2018-01-18,0.6896
145928,PGP,2018-01-11,0.122
146117,PGZ,2018-01-11,0.11
146470,PHK,2018-01-11,0.0807
147153,PIM,2018-01-23,0.026
147238,PIR,2018-01-16,0.07
147482,PKE,2018-01-22,3.0
147621,PKI,2018-01-18,0.07
147690,PKO,2018-01-11,0.19
148133,PMF,2018-01-11,0.0597
148370,PML,2018-01-11,0.065
148452,PMM,2018-01-23,0.0318
148795,PMO,2018-01-23,0.0541
148999,PMX,2018-01-11,0.0558
149105,PNC,2018-01-16,0.75
149145,PNF,2018-01-11,0.057
149427,PNI,2018-01-11,0.0507
149550,PNM,2018-01-17,0.265
150243,PPT,2018-01-23,0.026
150810,PSF,2018-01-16,0.172
150967,PTY,2018-01-11,0.13
151452,PYN,2018-01-11,0.0423
151871,PZC,2018-01-11,0.045
152141,RA,2018-01-16,0.199
152617,RCS,2018-01-11,0.072
153204,RFI,2018-01-16,0.08
153760,RIV,2018-01-11,0.21
153807,RJF,2018-01-02,0.25
154210,RNP,2018-01-16,0.124
154428,ROP,2018-01-08,0.4125
154617,RPM,2018-01-16,0.32
154736,RQI,2018-01-16,0.08
155138,RTN,2018-01-02,0.7975
155342,RY,2018-01-24,0.91
155609,SAIC,2018-01-11,0.31
155871,SBI,2018-01-18,0.034
156170,SBR,2018-01-12,0.227
157776,SJR,2018-01-11,0.0988
157887,SJR,2018-01-12,0.079
159111,SNX,2018-01-18,0.35
159219,SOJA,2018-01-11,0.3906
160010,SRF,2018-01-18,0.04
160136,SRV,2018-01-18,0.0903
160192,SSD,2018-01-03,0.21
160336,SSW,2018-01-19,0.125
160377,SSWA,2018-01-11,0.5443
160390,SSWN,2018-01-11,0.3984
161237,SUP,2018-01-03,0.09
161853,SYX,2018-01-04,1.5
161910,SYY,2018-01-04,0.36
161944,SZC,2018-01-18,0.1367
161994,T,2018-01-09,0.5
162232,TBB,2018-01-16,0.3493
162577,TD,2018-01-09,0.6
164066,THQ,2018-01-18,0.1125
164127,THW,2018-01-18,0.1167
164485,TLI,2018-01-18,0.053
164865,TMK,2018-01-04,0.15
165142,TOL,2018-01-11,0.08
165365,TPZ,2018-01-23,0.125
165743,TRN,2018-01-11,0.13
166026,TSE,2018-01-08,0.36
166149,TSLF,2018-01-18,0.096
167142,TWX,2018-01-09,0.4025
167428,UBA,2018-01-04,0.27
167527,UBP,2018-01-04,0.24
167652,UDR,2018-01-09,0.31
168760,UTF,2018-01-16,0.155
169024,UVV,2018-01-05,0.55
169343,VBF,2018-01-23,0.069
169648,VCV,2018-01-23,0.0535
169908,VGI,2018-01-04,0.156
170061,VGM,2018-01-23,0.0636
170474,VKQ,2018-01-23,0.0591
170865,VLT,2018-01-23,0.084
171316,VMO,2018-01-23,0.0554
171502,VPV,2018-01-23,0.0521
171875,VTA,2018-01-23,0.0625
172109,VTN,2018-01-23,0.0583
172463,VVR,2018-01-23,0.0195
172608,VZ,2018-01-09,0.59
173041,WDR,2018-01-10,0.25
173124,WEA,2018-01-18,0.0675
173531,WGL,2018-01-09,0.51
173556,WGO,2018-01-09,0.1
173868,WIA,2018-01-11,0.0345
174061,WIW,2018-01-11,0.036
174572,WNC,2018-01-03,0.075
174801,WPXP,2018-01-11,0.7813
175217,WSM,2018-01-24,0.39
175277,WSO,2018-01-12,1.25
175431,WST,2018-01-17,0.14
176136,XFLT,2018-01-12,0.069
176490,ZF,2018-01-04,0.361
176609,ZTR,2018-01-04,0.113
176788,ZTS,2018-01-18,0.126
176801,KALU,2018-01-25,0.55
176802,LKFN,2018-01-24,0.22
176803,OSBC,2018-01-25,0.01
176804,OVBC,2018-01-25,0.21
176805,SLP,2018-01-25,0.06
176806,UNB,2018-01-25,0.3
176807,BUSE,2018-01-25,0.2
176808,COKE,2018-01-25,0.25
177122,EME,2018-01-12,0.08
177170,FAM,2018-01-02,0.075
177777,MHI,2018-01-17,0.0525
178088,ACU,2018-01-05,0.11
178410,BFY,2018-01-12,0.061
178563,BHV,2018-01-12,0.063
178789,BLE,2018-01-12,0.065
179107,BLJ,2018-01-12,0.0615
179308,BZM,2018-01-12,0.0474
179474,CCA,2018-01-16,0.042
179819,CEV,2018-01-11,0.0371
180143,CIK,2018-01-09,0.022
180350,CLM,2018-01-12,0.2365
180486,CMCL,2018-01-10,0.0688
180619,CRF,2018-01-12,0.2301
181067,DHY,2018-01-17,0.022
181163,DIT,2018-01-04,0.28
181377,DMF,2018-01-11,0.041
181467,DXR,2018-01-05,0.03
181543,EAD,2018-01-16,0.0564
181832,EIA,2018-01-23,0.0442
182096,EIM,2018-01-23,0.0521
182221,EIO,2018-01-23,0.0469
182352,EIP,2018-01-23,0.0486
182513,EIV,2018-01-23,0.048
182793,EMI,2018-01-11,0.0391
182960,EMJ,2018-01-23,0.0491
183117,ENX,2018-01-23,0.0515
183418,ERC,2018-01-16,0.1078
183556,ERH,2018-01-16,0.075
183926,EVJ,2018-01-11,0.0457
184107,EVM,2018-01-23,0.0487
184230,EVO,2018-01-11,0.0451
184447,EVP,2018-01-11,0.0421
184594,EVV,2018-01-11,0.0806
184597,EVV,2018-01-23,0.0806
184778,EVY,2018-01-11,0.05
185027,FAX,2018-01-19,0.035
185213,FCO,2018-01-19,0.07
185397,FEN,2018-01-22,0.58
185514,FRD,2018-01-11,0.01
185547,FSP,2018-01-18,0.19
185829,GGN,2018-01-16,0.05
185977,GLO,2018-01-19,0.1006
186047,GLQ,2018-01-19,0.1213
186106,GLU,2018-01-16,0.1
186245,GLV,2018-01-19,0.1218
186406,GORO,2018-01-10,0.0017
186523,HNW,2018-01-17,0.095
186853,ISDR,2018-01-22,0.05
187058,MAB,2018-01-23,0.0434
187343,MHE,2018-01-12,0.053
187479,MIW,2018-01-23,0.0475
187664,MMV,2018-01-11,0.0388
188006,MVF,2018-01-12,0.046
188172,MZA,2018-01-12,0.062
189032,NHS,2018-01-12,0.0725
189127,NML,2018-01-12,0.055
189175,NRO,2018-01-12,0.045
189484,NYH,2018-01-23,0.0439
190414,VCF,2018-01-11,0.055
190582,VFL,2018-01-11,0.05
190761,VKI,2018-01-23,0.0547
191016,VMM,2018-01-11,0.0425
191205,MSB,2018-01-29,1.18
191206,OKE,2018-01-26,0.77
191207,PPX,2018-01-26,0.3688
191208,SGU,2018-01-26,0.11
191209,UNM,2018-01-26,0.23
191210,VNO,2018-01-26,0.63
191211,VOC,2018-01-29,0.11
191212,MELR,2018-01-26,0.34
191213,NVEC,2018-01-26,1.0
191214,OVLY,2018-01-26,0.13
191215,RMR,2018-01-26,0.25
191216,SAFM,2018-01-29,0.32
191217,SIR,2018-01-26,0.51
191218,SNH,2018-01-26,0.39
191219,VALU,2018-01-26,0.18
191220,APOG,2018-01-29,0.1575
191221,COBZ,2018-01-26,0.055
191222,CZNC,2018-01-26,0.27
191223,DMLP,2018-01-26,0.3869
191224,GFNCP,2018-01-29,2.3
191225,GOV,2018-01-26,0.43
191226,HPT,2018-01-26,0.52
191228,BK,2018-01-29,0.24
191229,CAG,2018-01-29,0.2125
191235,ECC,2018-01-11,0.2
191241,ETX,2018-01-23,0.0709
191242,F,2018-01-29,0.28
191244,FEI,2018-01-02,0.1183
191247,MMP,2018-02-05,0.92
191248,MPLX,2018-02-02,0.6075
191249,MPX,2018-02-08,0.1
191250,MUX,2018-02-01,0.005
191251,MWA,2018-02-08,0.05
191252,NAP,2018-02-08,0.4225
191253,NBL,2018-02-09,0.1
191254,NBLX,2018-02-02,0.4883
191255,NCV,2018-02-09,0.065
191256,NCZ,2018-02-09,0.0575
191257,NEP,2018-02-02,0.405
191258,NGL,2018-02-05,0.39
191259,NI,2018-02-08,0.195
191260,NRG,2018-01-31,0.03
191261,NRP,2018-02-06,0.45
191262,NS,2018-02-07,1.095
191263,NSC,2018-02-01,0.72
191264,NSH,2018-02-07,0.545
191265,O,2018-01-31,0.219
191266,OA,2018-02-09,0.32
191267,OLN,2018-02-08,0.2
191268,OPY,2018-02-09,0.11
191269,OSK,2018-02-09,0.24
191270,PAG,2018-02-09,0.34
191271,PCI,2018-02-09,0.1641
191272,PCK,2018-02-09,0.035
191273,PCM,2018-02-09,0.08
191274,PCN,2018-02-09,0.1125
191275,PCQ,2018-02-09,0.077
191276,PDI,2018-02-09,0.2205
191277,PDT,2018-02-09,0.0975
191278,PER,2018-02-08,0.113
191279,PFE,2018-02-01,0.34
191280,PFK,2018-01-31,0.093
191281,PFL,2018-02-09,0.09
191282,PFN,2018-02-09,0.08
